,candidato,text
108,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
109,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
110,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
111,Boulos,RT @YodaSapiens_29: Oi @MonicaWaldvogel ja pediu para o Boulos conter a sua tropa? Ele esta explicitamente incitando eles assim como o Lula…
112,Boulos,"Essas são as pessoas que os esquerdopatas querem que governe o nosso Brasil, fora zumbis vermelhos."
113,Boulos,@policiafederal  isso pra mim é ameaça.
114,Boulos,"RT @marcosmitri: no futuro, quando o país estiver devastado,
lembre-se de que Haddad e Boulos lutaram sozinhos até as últimas consequências…"
115,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
116,Boulos,"RT @willycabral33: EXISTE O MTST- MOVIMENTO DO TRABALHADORES SEM TETO DO BOULOS, ESTOU FUNDANDO O MBSD- MOVIMENTO DOS BRASILEIROS SEM GRANA…"
117,Boulos,"RT @fernandatanaka_: O Boulos, amigo do Haddad, incitando uma multidão a invadir a casa do Bolsonaro. Que Deus proteja o capitão."
118,Boulos,RT @esquerdanao: Boulos convoca apoiadores para invadir a casa de @jairbolsonaro https://t.co/Ec2hrFOb4X
119,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
120,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
121,Boulos,"RT @manuelkobel: ISSO NÃO É CRIME!
ONDE ESTÃO AS AUTORIDADES NESTE PAÍS?
PARA ALGUNS ESTÚPIDOS VALE TUDO?
BOULOS NA CADEIA! https://t.co/4C…"
122,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
123,Boulos,"RT @manuelkobel: ISSO NÃO É CRIME!
ONDE ESTÃO AS AUTORIDADES NESTE PAÍS?
PARA ALGUNS ESTÚPIDOS VALE TUDO?
BOULOS NA CADEIA! https://t.co/4C…"
124,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
125,Boulos,@Lus071 @lobaoeletrico @policiafederal @GuilhermeBoulos @17_presidente Boulos é um democrata... sabe bem o que é di… https://t.co/UTWRFQEQ71
126,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
127,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
128,Boulos,"RT @ANDERSONOSREDNA: Ciro troca tiros com polícia e morre, Jaques infarta, Boulos invade residência e dois Pitbulls o comem, o exBBB tem co…"
129,Boulos,RT @CorrupcaoMemes: Troque por Boulos e o meme continua https://t.co/dQ9rmWw5XF
130,Boulos,RT @analisdocsPF: BOULOS QUER INVADIR A CASA DE BOLSONARO. ESSE ATÉ ONTEM QUERIA SER PRESIDENTE DA REPÚBLICA. @jairbolsonaro BOULOS TEM QUE…
131,Boulos,RT @silvaniasalomao: Boulos incentivando invasão a casa de @jairbolsonaro ! E querem que acreditemos  em lobos solitários! Só se matilha pe…
132,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
133,Boulos,"RT @Fabi_Moller_: Boulos ""É lamentável que Bolsonaro siga estimulando a violência""...

Mas sou tão canalha q incentivo grupo (MTST) invadir…"
134,Boulos,"RT @Fabi_Moller_: Boulos ""É lamentável que Bolsonaro siga estimulando a violência""...

Mas sou tão canalha q incentivo grupo (MTST) invadir…"
135,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
136,Boulos,"Isso é grave, hein!!!   Tenta, seu desgraçado!"
137,Boulos,"RT @marcosmitri: no futuro, quando o país estiver devastado,
lembre-se de que Haddad e Boulos lutaram sozinhos até as últimas consequências…"
138,Boulos,RT @esquerdanao: Boulos convoca apoiadores para invadir a casa de @jairbolsonaro https://t.co/Ec2hrFOb4X
139,Boulos,"RT @manuelkobel: ISSO NÃO É CRIME!
ONDE ESTÃO AS AUTORIDADES NESTE PAÍS?
PARA ALGUNS ESTÚPIDOS VALE TUDO?
BOULOS NA CADEIA! https://t.co/4C…"
140,Boulos,"RT @fernandatanaka_: O Boulos, amigo do Haddad, incitando uma multidão a invadir a casa do Bolsonaro. Que Deus proteja o capitão."
141,Boulos,RT @analisdocsPF: BOULOS QUER INVADIR A CASA DE BOLSONARO. ESSE ATÉ ONTEM QUERIA SER PRESIDENTE DA REPÚBLICA. @jairbolsonaro BOULOS TEM QUE…
142,Boulos,"RT @Fabi_Moller_: Boulos ""É lamentável que Bolsonaro siga estimulando a violência""...

Mas sou tão canalha q incentivo grupo (MTST) invadir…"
143,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
144,Boulos,"@Lus071 @lobaoeletrico @policiafederal @GuilhermeBoulos @17_presidente Pior que esse Boulos, que fala pra massas (m… https://t.co/Jof7aiEcMH"
145,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
146,Boulos,@Lus071 @lobaoeletrico @policiafederal @GuilhermeBoulos @17_presidente @MonicaWaldvogel aguardando vc se pronunciar… https://t.co/lKp4dR5Krb
147,Boulos,@OhTEXERA Guilherme Boulos com certeza
148,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
149,Boulos,RT @esquerdanao: Boulos convoca apoiadores para invadir a casa de @jairbolsonaro https://t.co/Ec2hrFOb4X
150,Boulos,"RT @bslvra: Boulos discursando lembra DEMAIS os discursos de Lula na época do ABC. Além disso, surge como um dos nomes que podem ocupar o e…"
151,Boulos,RT @esquerdanao: Boulos convoca apoiadores para invadir a casa de @jairbolsonaro https://t.co/Ec2hrFOb4X
152,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
153,Boulos,RT @lolaescreva: Tds nós amamos Boulos. É assim q se luta! #AgoraÉHaddad #HaddadSim https://t.co/DbLQfYJieH
154,Boulos,"RT @willycabral33: EXISTE O MTST- MOVIMENTO DO TRABALHADORES SEM TETO DO BOULOS, ESTOU FUNDANDO O MBSD- MOVIMENTO DOS BRASILEIROS SEM GRANA…"
155,Boulos,"RT @Mestredestra1: PT de Verde e Amarelo
Manuela cristã
Haddad não é mais LuLa
Gente o que ta acontecendo? O que falta?
Jean Willys aparece…"
156,Boulos,"RT @Fabi_Moller_: Boulos ""É lamentável que Bolsonaro siga estimulando a violência""...

Mas sou tão canalha q incentivo grupo (MTST) invadir…"
157,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
158,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
159,Boulos,RT @esquerdanao: Boulos convoca apoiadores para invadir a casa de @jairbolsonaro https://t.co/Ec2hrFOb4X
160,Boulos,será se a mídia vai noticiar sobre essa ameaça de um possível terrorismo?
161,Boulos,"RT @Fabi_Moller_: Boulos ""É lamentável que Bolsonaro siga estimulando a violência""...

Mas sou tão canalha q incentivo grupo (MTST) invadir…"
162,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
163,Boulos,RT @analisdocsPF: BOULOS QUER INVADIR A CASA DE BOLSONARO. ESSE ATÉ ONTEM QUERIA SER PRESIDENTE DA REPÚBLICA. @jairbolsonaro BOULOS TEM QUE…
164,Boulos,RT @negaodozapp: @estamosdeolho_ @esquerdanao @Maycon_neg @jairbolsonaro @GuilhermeBoulos @psol50 Até eu que não fui candidato fiquei empat…
165,Boulos,"RT @Fabi_Moller_: Boulos ""É lamentável que Bolsonaro siga estimulando a violência""...

Mas sou tão canalha q incentivo grupo (MTST) invadir…"
166,Boulos,"RT @Fabi_Moller_: Boulos ""É lamentável que Bolsonaro siga estimulando a violência""...

Mas sou tão canalha q incentivo grupo (MTST) invadir…"
167,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
168,Boulos,RT @CorrupcaoMemes: Troque por Boulos e o meme continua https://t.co/dQ9rmWw5XF
169,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
170,Boulos,RT @analisdocsPF: BOULOS QUER INVADIR A CASA DE BOLSONARO. ESSE ATÉ ONTEM QUERIA SER PRESIDENTE DA REPÚBLICA. @jairbolsonaro BOULOS TEM QUE…
171,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
172,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
173,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
174,Boulos,RT @CorrupcaoMemes: Troque por Boulos e o meme continua https://t.co/dQ9rmWw5XF
175,Boulos,Experimenta! Vai ser lagalzão! Chego a viajar para o RJ para participar das borrachadas.
176,Boulos,RT @analisdocsPF: BOULOS QUER INVADIR A CASA DE BOLSONARO. ESSE ATÉ ONTEM QUERIA SER PRESIDENTE DA REPÚBLICA. @jairbolsonaro BOULOS TEM QUE…
177,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
178,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
179,Boulos,RT @analisdocsPF: BOULOS QUER INVADIR A CASA DE BOLSONARO. ESSE ATÉ ONTEM QUERIA SER PRESIDENTE DA REPÚBLICA. @jairbolsonaro BOULOS TEM QUE…
180,Boulos,RT @esquerdanao: Boulos convoca apoiadores para invadir a casa de @jairbolsonaro https://t.co/Ec2hrFOb4X
181,Boulos,RT @CiroGomesRN: @gaiapassarelli CIRO RODOU O BRASIL HÁ 4 ANOS PARA DENUNCIAR QUE ESSA FORÇA ANTI-PT IRIA ELEGER UM BOLSONARO DA VIDA! E O…
182,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
183,Boulos,RT @GabrielaNorka: BOULOS CHAMA VAGABUNDOS PARA INVADIR A CASA DE @jairbolsonaro https://t.co/oJd18whRul
184,Boulos,"RT @GFiuza_Oficial: Na campanha pacifista do PT, o companheiro Boulos conclama à invasão da casa de Bolsonaro - aquele que seu ex-colega de…"
185,Boulos,"RT @benebarbosa_mvb: Após a derrota do Boulos até para o Daciolo, um amigo tenta anima-lo e pergunta:
- Vamos sair para tomar alguma coisa?…"
