,candidato,text
122,Ciro,"RT @rezende: _ Eu votei no Ciro. Bolsonaro vai privatizar tudo e meu sonho é fazer concurso. Eu quero ser delegada.

Acabei de ouvir. J U R…"
123,Ciro,"RT @blxckgirls: o pt sabotou o ciro e sua candidatura até onde pode, ciro ja disse que critica o PT em muitos pontos e vcs achando que ele…"
124,Ciro,RT @DaniloGentili: Começou falando que ia tirar todo mundo do SPC e terminou pedindo pra sair. https://t.co/Si2dt5ipzY
125,Ciro,RT @daoraale: como seria o preço das coisas se ciro gomes tivesse sido eleito https://t.co/0GlXkT2VyR
126,Ciro,"RT @_AlexGavea_: Ciro Coroné:
“O PT é um escorpião q vai te picar a qq momento, é da natureza deles, o PT tem o pior do esquerdismo...Lula…"
127,Ciro,"RT @lmjwguarr: young ciro e young haddad dariam um casal 10/10 de fanfic, já quero https://t.co/tRLQ0g7DXD"
128,Ciro,RT @DaniloGentili: Começou falando que ia tirar todo mundo do SPC e terminou pedindo pra sair. https://t.co/Si2dt5ipzY
129,Ciro,"""Nunca administrou um buteco"" hahahah sdds Ciro ser esperança dias atrás"
130,Ciro,"RT @alonatalia: continua batendo no Ciro sim, quem sabe assim cês conseguem jogar no lombo dele o resultado que todo mundo sabia há meses q…"
131,Ciro,@093XKN @O8SHN EU NÃO VI QUE TINHA CIRO E ACABEI COLOCANDO HADDAD !!!! A NÃO
132,Ciro,"RT @smarieskam: o ano é 2022: 

já é outubro, eleições, Ciro Gomes vence no primeiro turno com 60% dos votos, todos felizes, aí vem novembr…"
133,Ciro,"RT @smarieskam: o ano é 2022: 

já é outubro, eleições, Ciro Gomes vence no primeiro turno com 60% dos votos, todos felizes, aí vem novembr…"
134,Ciro,"RT @Ramiroccastro: O que está acontecendo com o PDT?  Os 2 candidatos a governador, no amazonas e Rio Grande do Norte declaram voto em Bols…"
135,Ciro,"RT @lmjwguarr: young ciro e young haddad dariam um casal 10/10 de fanfic, já quero https://t.co/tRLQ0g7DXD"
136,Ciro,Ciro diz que manifestações apontam para derrota de Bolsonaro https://t.co/MLyd3SYkYH
137,Ciro,RT @DaniloGentili: Começou falando que ia tirar todo mundo do SPC e terminou pedindo pra sair. https://t.co/Si2dt5ipzY
138,Ciro,RT @MidiaNINJA: Vem pra Liga da Justiça Ciro! O Brasil precisa de você também! https://t.co/0yMekBZ75k
139,Ciro,"""Votei Bolsonaro porque sou antipetista""

Tinham uma dezena de candidatos. Ciro, por exemplo. 🤦‍♂️"
140,Ciro,"RT @pacjura: @hmcpedro @spartakusvlog Ciro não deve N.A.D.A ao PT.
Se a luta era sempre pela democracia, o PT deveria ter apoiado Ciro.
Mas…"
141,Ciro,"RT @smarieskam: o ano é 2022: 

já é outubro, eleições, Ciro Gomes vence no primeiro turno com 60% dos votos, todos felizes, aí vem novembr…"
142,Ciro,"Ué, o Ciro não tava “cagando pra situação política do segundo turno”? 🤔
Obs: a pergunta é retórica e carregada de i… https://t.co/YntBVxQgbn"
143,Ciro,"RT @Ramiroccastro: O que está acontecendo com o PDT?  Os 2 candidatos a governador, no amazonas e Rio Grande do Norte declaram voto em Bols…"
144,Ciro,"RT @AdsumP: Dizem que comunista é Lula com o propósito de implantar a ""ditadura bolivariana"". https://t.co/xt7DvCAGBL"
145,Ciro,"RT @marcosmitri: Haddad está enfrentado sozinho o nazifascismo,

Ciro, Alckmin, Marina, Meirelles, Fernando Henrique, José Serra, todos aba…"
146,Ciro,"@gduvivier @gduvivier, tem que ser meio otário pra votar no Ciro achando que ele era um progressista mesmo com TODA… https://t.co/RDtLcesJXc"
147,Ciro,"nao tem sensatez politica que aguente petista retardado que nem essa aqui, na moral"
148,Ciro,"RT @Glauber_Braga: Com todo respeito, digo a @cirogomes e aos companheiros do PDT: a presença de Ciro é sim muito importante no palanque co…"
149,Ciro,RT @viquenss: fanfic do filho do haddad com o filho do ciro https://t.co/fEgtWvs25d
150,Ciro,RT @jqteix: ESTÃO DEIXANDO A GENTE SONHAR https://t.co/YLWUJ2zh05
151,Ciro,@contraexejegue @CiroGomesRN @cirogomes Ciro foi mais petista do que muitos ae que se dizem petistas! Mostrou a car… https://t.co/ao46YyTfEW
152,Ciro,RT @DaniloGentili: Começou falando que ia tirar todo mundo do SPC e terminou pedindo pra sair. https://t.co/Si2dt5ipzY
153,Ciro,"RT @smarieskam: o ano é 2022: 

já é outubro, eleições, Ciro Gomes vence no primeiro turno com 60% dos votos, todos felizes, aí vem novembr…"
154,Ciro,"@a_postagem Da aristocracia brasileira, em luta por manter seus privilégios, os burgueses falastrões FHC (Tartufo)… https://t.co/UzghE9xBY7"
155,Ciro,"@marcosmitri Tu sabe que a gente vai perder, né? Eu tô fazendo campanha pro Haddad mas eu sei disso. E uma pessoa c… https://t.co/4OxwUQijYh"
156,Ciro,RT @DaniloGentili: Começou falando que ia tirar todo mundo do SPC e terminou pedindo pra sair. https://t.co/Si2dt5ipzY
157,Ciro,MEU CIRO TÁ VIVOOOO
158,Ciro,"RT @Abdias_Vinicius: @mcjuju @destructocomet c ctz lacraste. pq ninguém sabia q a candidatura de Lula seria barrada, ninguém sabia q Haddad…"
159,Ciro,"@paraalemdocuida @cirogomes Temos que ser mais complacentes. Ciro tem 60 anos de idade, passou por uma campanha exa… https://t.co/fpPNcrDMOf"
160,Ciro,"RT @smarieskam: o ano é 2022: 

já é outubro, eleições, Ciro Gomes vence no primeiro turno com 60% dos votos, todos felizes, aí vem novembr…"
161,Ciro,RT @DaniloGentili: Começou falando que ia tirar todo mundo do SPC e terminou pedindo pra sair. https://t.co/Si2dt5ipzY
162,Ciro,"""Ciro, eu sou contra Bolsonaro e contra o PT"" cara falso da porra, ainda bem que perdeu."
163,Ciro,"RT @smarieskam: o ano é 2022: 

já é outubro, eleições, Ciro Gomes vence no primeiro turno com 60% dos votos, todos felizes, aí vem novembr…"
